Heartbeat,MACsrc,APPID,GOOSElength,gocbRef,Dif_St,Dif_Sq,num of data,data_Dec,I_CB1-66KV,I_CB2-66KV,I_CB3-66KV,I_TRSF1-W1,I_TRSF1-W2,I_CB-TRSF1,I_TRSF2-W1,I_TRSF2-W2,I_CB-TRSF2,I_CB2-22KV,I_FDR1,I_FDR4,Status_CB1-22KV,Status_CB3-22KV,Status_CB-FDR1,Status_CB-FDR4,Label
1.00045,11,3,153,1131,0,1,7,16,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00046,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00068,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00025,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00037,11,3,153,1131,0,1,7,16,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00042,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00041,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00011,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00085,11,3,153,1131,0,1,7,16,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00083,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00039,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00046,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00046,11,3,153,1131,0,1,7,16,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00036,99,4,143,1231,0,1,5,0,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00052,32,2,148,1121,0,1,4,9,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1.00044,23,1,148,1111,0,1,4,5,17,0,9,17,30,52,9,15,26,0,26,0,1,0,1,1,106
1,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00041,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00042,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00094,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00131,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00115,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0011,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00089,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00045,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00191,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00032,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00026,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00222,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00123,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00079,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00084,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00076,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00086,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00138,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00044,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00025,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.99949,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00068,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00159,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00036,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00048,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00072,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.99947,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00031,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0002,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.99979,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0003,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00042,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00045,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00022,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00083,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00034,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00032,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00107,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00128,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.001,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00059,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00026,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.99959,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00049,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00033,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00032,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0007,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00072,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00033,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00107,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00042,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00007,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00049,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00051,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00079,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00027,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00039,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00009,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00089,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00014,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00021,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00019,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00073,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00048,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00081,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00089,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00208,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00052,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00108,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00087,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0002,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00022,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00023,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00022,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00043,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00097,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00067,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00027,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00048,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0005,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00086,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00052,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00096,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00042,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00012,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00045,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00019,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00063,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00096,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00062,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00118,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00052,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00112,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00043,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0008,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00074,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00026,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00038,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00036,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0009,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00165,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00012,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00149,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00092,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00266,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00119,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00281,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00039,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00139,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00338,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00386,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00065,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00233,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.99796,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00072,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00042,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00044,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00079,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00076,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00094,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.001,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00035,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0002,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0002,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0001,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00031,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00043,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00049,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00047,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0005,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00036,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00041,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0006,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00066,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0005,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00022,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00041,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00095,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00031,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00013,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00056,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00019,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00053,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00066,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00024,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00023,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00031,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00041,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00132,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00059,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00033,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
0.9995,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00032,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00077,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00049,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00056,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00051,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00047,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00028,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00025,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00024,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.0004,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00135,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00009,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00067,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00039,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00372,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00026,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00065,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00126,23,1,147,1111,0,1,4,5,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00037,11,3,152,1131,0,1,7,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00041,32,2,147,1121,0,1,4,9,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00129,99,4,142,1231,0,1,5,0,17,0,17,17,30,52,17,30,52,0,26,26,1,1,1,1,0
1.00039,23,1,147,1111,0,1,4,5,565,0,17,565,978,1695,17,30,52,0,58,26,1,1,1,1,107
1.00048,11,3,152,1131,0,1,7,0,749,0,17,749,1297,2246,17,30,52,0,2152,26,1,1,1,1,107
1.00035,32,2,147,1121,0,1,4,9,1333,0,17,1333,2308,3998,17,30,52,0,3998,26,1,1,1,1,107
1.0004,99,4,142,1231,0,1,5,0,1375,0,17,1375,2382,4125,17,30,52,0,3998,26,1,1,1,1,107
1.00052,23,1,147,1111,0,1,4,5,1924,0,17,1924,3332,5771,17,30,52,0,6086,26,1,1,1,1,107
1.00084,11,3,152,1131,0,1,7,0,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,1,1,107
0.00486,11,3,152,1131,1,-47,7,8,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,1,1,107
0.0088,11,3,152,1131,0,1,7,8,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,1,1,107
0.01632,11,3,152,1131,0,1,7,8,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,1,1,107
0.03269,11,3,152,1131,0,1,7,8,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,1,1,107
0.06431,11,3,152,1131,0,1,7,8,2258,0,17,2258,3912,6775,17,30,52,0,6775,26,1,1,0,1,107
1.00096,32,2,147,1121,0,1,4,9,2258,0,17,2258,3912,6776,17,30,52,0,6775,26,1,1,0,1,107
0.12893,11,3,152,1131,0,1,7,8,2258,0,17,2258,3912,6776,17,30,52,0,6777,26,1,1,0,1,107
1.00047,99,4,142,1231,0,1,5,0,2296,0,17,2296,3978,6890,17,30,52,0,6777,26,1,1,0,1,107
0.25667,11,3,152,1131,0,1,7,8,2546,0,17,2546,4410,7639,17,30,52,0,7156,26,1,1,0,1,107
1.00042,23,1,147,1111,0,1,4,5,2560,0,17,2560,4434,7680,17,30,52,0,7841,26,1,1,0,1,107
0.51224,11,3,152,1131,0,1,7,8,2628,0,17,2628,4552,7885,17,30,52,0,7885,26,1,1,0,1,107
1.0005,32,2,147,1121,0,1,4,9,2532,0,17,2532,4386,7597,17,30,52,0,7597,26,1,1,0,1,107
1.00048,99,4,142,1231,0,1,5,0,2532,0,17,2532,4386,7597,17,30,52,0,7597,26,1,1,0,1,107
1.00035,23,1,147,1111,0,1,4,5,2339,0,17,2339,4053,7020,17,30,52,0,7032,26,1,1,0,1,107
1.00059,11,3,152,1131,0,1,7,8,2315,0,17,2315,4010,6945,17,30,52,0,6957,26,1,1,0,1,107
1.00035,32,2,147,1121,0,1,4,9,2315,0,17,2315,4009,6945,17,30,52,0,6945,26,1,1,0,1,107
1.00029,99,4,142,1231,0,1,5,0,2315,0,17,2315,4009,6945,17,30,52,0,6945,26,1,1,0,1,107
1.00036,23,1,147,1111,0,1,4,5,2004,0,17,2004,3472,6014,17,30,52,0,6154,26,1,1,0,1,107
1.0005,11,3,152,1131,0,1,7,8,1739,0,17,1739,3013,5219,17,30,52,0,5663,26,1,1,0,1,107
1.00038,32,2,147,1121,0,1,4,9,1723,0,17,1723,2985,5170,17,30,52,0,5170,26,1,1,0,1,107
1.00046,99,4,142,1231,0,1,5,0,1709,0,17,1709,2962,5130,17,30,52,0,5065,26,1,1,0,1,107
1.00023,23,1,147,1111,0,1,4,5,1023,0,17,1023,1773,3071,17,30,52,0,3071,26,1,1,0,1,107
1.00118,11,3,152,1131,0,1,7,8,914,0,17,914,1585,2746,17,30,52,0,2507,26,1,1,0,1,107
1.00052,32,2,147,1121,0,1,4,9,339,0,17,339,589,1020,17,30,52,0,890,26,1,1,0,1,107
1.00034,99,4,142,1231,0,1,5,0,62,0,17,62,109,189,17,30,52,0,105,26,1,1,0,1,107
1.00073,23,1,147,1111,0,1,4,5,7,0,17,7,13,22,17,30,52,0,0,26,1,1,0,1,107
1.00041,11,3,152,1131,0,1,7,8,9,0,17,9,15,26,17,30,52,0,0,26,1,1,0,1,107
1.00039,32,2,147,1121,0,1,4,9,9,0,17,9,15,26,17,30,52,0,0,26,1,1,0,1,107
